"","job_title","job_location","company_name","job_description","city"
"172","Workforce Management Senior Analyst","Dublin","Accenture","Ability to work independently, multi task and meet demanding deadlines Analytical interpretation of data Experience building resourcing models, forecasting and…","Dublin"
"173","Functional Analyst","Cork","PepsiCo","We are currently looking for a Digital Technical/Functional Analyst – to join our team in Carrigaline on contract up to 12 months.","Dublin"
"174","Financial Analyst","Cork","Red Hat Software","Experience working in a business analyst, data analyst, or financial forecasting role. Ability to create reports; experience with model building and data…","Dublin"
"175","Senior Insurance Data Analyst","Dublin","Abrivia","Analyse large data sets and gather all relevant information in relation to the Dublin operation. Job Skill: admin, analyst, Financial Services, Insurance.","Dublin"
"176","Analytical Analyst","Ballina, County Mayo","Charles River Laboratories","Carry out data calculations ,basic statistics and trending. For 70 years, Charles River employees have worked together to assist in the discovery, development…","Dublin"
"177","Quant Risk Analyst","Dublin","Sigmar Recruitment","Be responsible for market data coverage and market risk calculation. Sigmar Recruitment are working with a leading Quant Advisory company as they recruit for a…","Dublin"
"178","Temp QC Micro Analyst","Limerick","Regeneron","Performs peer review of data. Increasing responsibilities for reviewing documents and data. Does this sound like you?","Dublin"
"179","Cyber Security Analyst","Dublin","Alexion Partners","Strong understanding of data security, data classification, and data loss prevention. Proactively look for suspicious abnormal activity based on data alerts or…","Dublin"
"180","Senior QC Analyst (9 Month Fixed Term)","Dublin","Mylan","Analytical data review and trend analysis. The successful candidate may be required to train analysts (as required). Primary Location - IRE-Leinster-Dublin.","Dublin"
"181","Internship - Engineer : carbon footprint analysis","Louth","John Zink Hamworthy Combustion","Developing and automatizing the periodical data collection process. Quantifying and analyzing the collected data in the Carbon calculator.","Dublin"
"182","IFRS17 Group Actuarial Analyst","Dublin","PartnerRe","Advanced IT, data management and modeling skills; knowledge of visual basic and Business Objects reporting would be an advantage. What can we offer you.","Dublin"
"183","Insurance Analyst/Executive","Dublin","Abrivia","Managing the underwriting data by liaising with Underwriters and external service providers to ensure timely and accurate data.","Dublin"
"184","Software Development Engineer","Dublin","DOCOsoft","Specific information flows, processes/procedures, and data objects that will meet the business requirements. Consults with internal and external stakeholders in…","Dublin"
"185","Senior Revenue Analyst","Dublin","Autodesk","Excellent quantitative, analytical and data mining skills. Autodesk revenue analysts are a clever and intelligent bunch who are responsible for the most…","Dublin"
"186","Business Analyst","Dublin","Recruiters","Have you experience working on pulling sales data to create visuals and build dashboards? Enjoy the challenge of working in a fast-paced multinational?","Dublin"
"187","Systems Analyst, SaaS Operations, Charles River Development, Senior Associate","South Dublin, County Dublin","State Street","We provide investment servicing, data & analytics, investment research & trading and investment management to institutional clients. Who we are looking for.","Dublin"
"188","Global Supply Chain Data Analyst","Limerick","Johnson & Johnson Family of Companies","Experience data analytical tools such as Excel,Tableu. Prepare, execute, and manage SAP/APO data extractions, validation, and integration support (multiple data…","Dublin"
"189","Data Warehouse Specialist","Dublin","Eolas Recruitment","Experience with data quality and data profiling. Design and implement ETL procedures for intake of data from both internal and outside sources, as well as…","Dublin"
"190","Sales & Marketing Analyst","South Dublin, County Dublin","CRL Recruitment","Supporting the development of marketing plans by providing market insights through data mining of various internal and external data sources.","Dublin"
"191","Account Executive | Worldpanel Division","Dublin","Kantar TNS","Kantar is the world’s leading data, insights and consulting company. Then build stories for our clients that inspire them to make successful decisions using our…","Dublin"
"192","Financial Analyst","Dublin","Executive Connections","Experience with market data services (Bloomberg, Barclays POINT etc.). Work with our head of reporting and pertinent stakeholders to develop KPIs, reports, and…","Dublin"
"193","AbbVie QC Analyst","Sligo","Abbvie","Aid in the training of new analysts. Responsible for raising change requests and data verification as assigned. Want to make a worldwide impact?","Dublin"
"194","French-speaking Financial Data Analyst","Dublin","Sigmar Recruitment","Attribute the available data in the income statement, balance sheet and cash flow statement in accordance with the collection policy.","Dublin"
"195","Risk and Compliance Analyst","Dublin","Modulr","As a Risk and Compliance analyst at Modulr you will work closely with the Head of Risk and Compliance Modulr Europe in delivering an appropriate Compliance Risk…","Dublin"
"196","Investor Relations Analyst","Dublin","Accpro","Working closely with the manager, you will be responsible for carrying out the IR strategy, preparing complex calculations on trends & data (of both the company…","Dublin"
"197","Graduate CTRM Technical Analyst","Cork","capSpire","Exposure to broad technical skills such as Object Orientated programming (JAVA or C#) relational databases (data modeling/SQL), web UI (design and development),…","Dublin"
"198","Senior Integration Analyst","Dublin","Ornua","3+ years of experience in similar Integration analyst or developer role. This is an ideal role for a technically-minded analyst who enjoys strong business…","Dublin"
"199","Business Intelligence Systems Analyst","Waterford","Teva Pharmaceuticals","A Deep understanding of data quality, reporting and data analysis techniques? We touch the lives of over 200 million patients every day, and billions every year…","Dublin"
"200","Implementations Analyst","Clonakilty, County Cork","Global Shares","Assist with data analysis and data conversion projects. Execute the timely processing of operational transactions, including data management, reconciliation,…","Dublin"
"201","Commercial Finance Analyst (6 month Fixed Term Contract)","Dublin","3 Ireland","Translating raw data into insights on customer behaviour, usage and trends. The successful candidate will rely heavily on data analytics to build financial and…","Dublin"
"202","Business Intelligence/Ops. Analyst","Dublin","Sanderson Recruitment Plc","Manage, control & own big data analysis & supporting teams on understanding data & implementing findings. Continually ensuring the integrity of the savings data…","Dublin"
"203","Data Engineer","Cork","Teamwork.com","An interest in data engineering, data analysis or data science is a must. One of our aims is to democratise access to data & encourage a culture of data-driven…","Dublin"
"204","IT Operational Technology Specialist","Dublin","Irish Water","Historian systems and data with the mainstream IT estate. <U+F0B7> Experience in leading and managing a team of analysts. Role: IT Operational Technology Specialist.","Dublin"
"205","Principal Data Analyst","Dublin","The Panel","Strong knowledge of data querying, data mining, data segmentation and strong quantitative analysis skills. Good experience interpreting data and providing data…","Dublin"
"206","Inbound Sales Development Representative","Dublin","Segment","Segment standardizes and streamlines data infrastructure with a single platform that collects, unifies, and sends data to hundreds of business tools with the…","Dublin"
"207","Algorithmic Trading Systems Developer","Dublin","Susquehanna International Group","Backtesting trading strategies using large volumes of data and interpreting the results. Analysing large complex data sets using a mixture of c# and python to…","Dublin"
"208","Finance Business Analyst","Dublin","Penneys","Some experience with leveraging data analytic technologies. Demonstrate an understanding of the requirements for integrations and data transformation in a…","Dublin"
"209","Trading Operations Analyst","Dublin","Virtu Careers","Operations Analysts not only become experts in the logistics and mechanics of trade clearance and settlement, but they also play a crucial role in the ability…","Dublin"
"210","Data Support Developer","Waterford","Sun Life Financial","Collaborate with data and application architects, business and production system analysts, QA analysts and other system owners in the implementation and support…","Dublin"
"211","Q.C. Analyst - Microbiology","Dunboyne, County Meath","Merck","To review and approve testing data and be proficient in the use of MODA and or Global LIMS systems. An amazing opportunity has arisen for a Q.C.","Dublin"
"212","Business Analyst – Reference Data","Dublin","AIG","Evaluate completeness of available data quality exception reports, suggest improvements, assist in data review and updates; Get to know the business .","Dublin"
"213","AppleCare Operations Finance Analyst (12 month contract)","Cork","Apple","Strong technical skills with an ability to deal with large volumes of data &. Apple is a place where extraordinary people capture to do their best work.","Dublin"
"214","Finance Analyst","Dublin","Barclays","Good data management and financial modelling skills such as Python, Sequel, Access, VBA. Exceptional communication skills, in particular the capability to…","Dublin"
"215","Business Analyst – Permanent","Dublin","Eolas Recruitment","Proficient in writing SQL to query data sets as part of data sourcing analysis. These changes will involve exposure to the front, middle and back office areas…","Dublin"
"216","Business Analyst - Strategic Approaches - Global role - Gaming!","Remote","Recruiters","Must have a strong background in data analytics and business analyst skills. Form part of a 65-strong local team comprised unbelievably driven, smart, data-led…","Dublin"
"217","Senior Regulatory Analyst (60-70k)","Dublin","Engage People","Process data using CSS and other bespoke tools. In response to strong company growth, an exciting opportunity has opened up within the Regulatory Services team…","Dublin"
"218","Asset and Profit Protection Analyst","Dublin","Penneys","Prepare reports on stock loss trends for senior management identifying opportunities for data driven stock loss reduction. Asset and Profit Protection Analyst.","Dublin"
"219","Swedish, Danish or Norwegian Quality Analyst","Dublin","CPL Recruitment","Conduct root cause data analysis and summary. My client, a fast growing social media video app developer, publisher and digital distribution company, is looking…","Dublin"
"220","Business Analyst","Dublin","Jenrick Group","A global innovative financial data provider with over 15,000 employees. Business Analyst - Capital Markets / Post-Trade Processing.","Dublin"
"221","Sales Ops Analyst","Dublin","TIBCO Software","Responsible for evaluating data inputs and helping with organization, cleansing and structuring data as it relates to Salesforce CRM.","Dublin"
"222","Lead Strategist, Trust & Safety","Dublin","Google","Experience analyzing large data sets using up-to-date tools. Experience with SQL, Python, or another data or scripting language.","Dublin"
"223","Senior Investment Data Management Analyst","Dublin","Fidelity Investments","You identify data issues, perform root cause analysis and resolve to improve data quality on time. Participate in data management projects/initiatives that aim…","Dublin"
"224","Information Technology – Data Engineer","Remote","Deutsch Family Wine & Spirits","The ideal candidate is an experienced data pipeline builder and data analyst who enjoys optimizing data systems and building them from the ground up.","Dublin"
"225","Communication Analyst","Dublin","Milestone Technologies","Milestone Technologies, Inc. is a leading IT Managed Services and IT Professional Services solutions provider headquartered in the Bay Area and serving clients…","Dublin"
"226","Risk and Compliance Lead - S&P Europe","Dublin","Accenture","Requirements Proven experience as a subject matter expert in managing compliance across large programmes In depth knowledge of industry s standards and…","Dublin"
"227","HR Systems Analyst","Dublin","Arvato FS Ireland Limited","Manage HRIS data entry functions. Ensure that employees data privacy is maintained. Ensure data accuracy by conducting assessments, troubleshooting and…","Dublin"
"228","Business Analyst (Salesforce)","Cork","Barden FS","You will support this company’s meeting owners throughout EMEA with planning and oversight, contract and payment execution and data collection to enable…","Dublin"
"229","QC Micro Analyst","Limerick","Regeneron","Performing peer review of data and lab investigation reports. We are looking to hire a Lead Quality Control Microbiology Analyst. This role may be for you if:","Dublin"
"230","QC Analyst","Cork","Morgan McKinley","Review of analytical data and logbooks. Training of new or existing QC analysts. Great opportunity for a QC Analyst to grow and develop with one of Cork's top…","Dublin"
"231","Financial Reporting / NAV Analyst","Dublin","StepStone Group LP","Ensure quality and integrity of data by passing plausibility checks on all data. Liaise with Portfolio Managers on borrower ratings and data integrity.","Dublin"
"232","IT Operations Analyst- Salesforce","Cork","Johnson Controls","Demonstrated experience in data management and data cleansing. Understanding of data quality management principles. How you will do it.","Dublin"
"233","Software Support Analyst","Dublin","Stelfox","These Systems underpin the Industry communities that rely on our highly accurate and compliant data services during their key supply chain/procurement…","Dublin"
"234","Graduate - GIS Analyst","Limerick","TLI Group","Data analysis datasets including spatial data. We are currently recruiting for our expanding GIS team, based in Limerick, working on Telecoms projects in the…","Dublin"
"235","Systems Analyst","Dublin","Clifden Recruitment","Identify data sources, constructs data decomposition diagrams. Provide data flow diagrams and document the process. Salary: *€50,000 - €60,000.","Dublin"
"236","Financial Analyst","Dublin","Accpro","You will be involved in the delivery of financial analysis for the finance team and provide support through data analytics for other areas of the business.","Dublin"
"237","Data Analyst - Derry/Londonderry","Derry, County Cork","realTime","Stability has obviously always been very important and will always remain that way but right now, with everything going on in our world stability is nothing…","Dublin"
"238","HRIS & Insights Analyst","Cork","Logitech","You will serve as a subject matter expert in business process management, report writing, data management, data extraction and integration liaison between…","Dublin"
"239","Senior Systems Analyst","Dublin","PokerStars","Stars Group is looking for a senior systems analyst to join our busy and dynamic digital marketing team based in our Dublin Office. Who are we looking for:","Dublin"
"240","Technical Product Owner","Dublin","Dun & Bradstreet","We are passionate about the power of data. Experience in working on complex data projects a distinct advantage. Why We Work at Dun & Bradstreet.","Dublin"
"241","Senior Data Warehouse Developer","Dublin","Dunnes","Design of new schemas, data flows and processes. There will be a mixture of “green-field” solutions on new data domains and the re-engineering of data domains…","Dublin"
"242","HR (ES) Operations Analyst","Dublin","Salesforce","Analyze data trends & develop action plans using data to support process change, program education and innovation. Curious what sets us apart?","Dublin"
"243","Seller Risk Programs Lead Analyst","Dublin","PayPal","Job Description Summary: Seller Risk Strategic Programs Analyst – PayPal Seller Risk The Analyst will utilize data and statistical analysis to identify and…","Dublin"
"244","PAK Analyst - Carrigtohill","Cork","Eurofins Central Laboratory","Gaining a clear understanding of the client process flow in terms of destination and use of data generated, and consequences of sub-standard data.","Dublin"
"245","Corporate Secretarial Analyst","Dublin","JPMorgan Chase Bank, N.A.","It also serves as a central repository of legal, regulatory and shareholder data and maintains the Ownership Tracking System, which is the Firm's central…","Dublin"
"246","Securities & Derivatives Senior Analyst","Dublin","Citi","Based in the Dublin Service Centre, the Issuer Services Department is part of the wider Custody and Issuer Services Group. Ensure daily statistics are complete.","Dublin"
"247","Security Analyst","Dublin","FireEye, Inc.","Protocol - timing, data sizes, commands. Protocol - timing, data sizes, commands. Analyzing forensic data, picking apart malware, and responding to security…","Dublin"
"248","Supply Chain Analyst","Dublin","Quorum Search Partners","Develop analytical data and compliance KPI’s regarding forecast accuracy, in market inventories, lead times, modifications and inventory coverage.","Dublin"
"249","BI Analyst","Dublin","Reperio Human Capital","Proven experience of processing and analysing data to provide insights. Business Intelligence Developer, Data Analyst, SQL, Power BI.","Dublin"
"250","Senior Data Scientist- Dublin, Ireland","Dublin","UnitedHealth Group","Demonstrative experience Accessing data from various data environments. Experience working in data science in business or academic context.","Dublin"
"251","Business Analyst FTC - Fund Ind background","South Dublin, County Dublin","Firstaff","Experience with data modelling and data mapping. A strong understanding of the data points commonly connected to securities data and portfolio positions is…","Dublin"
"252","Software Development Engineer","Dublin","Amazon Dev Centre Ireland Ltd","Understanding of data structures, algorithms and their performance. You do not implement specs from analysts and architects – you talk to your customers and…","Dublin"
"253","AI/ML Scientist","Limerick","General Motors","Modeling data abstractions employing multiple non-linear mathematical and statistical modeling approaches. Manipulating high-volume, high-dimensionality data…","Dublin"
"254","Business Analyst","Dublin","Eden Recruitment","You will provide data driven insights around customer contacts and root cause analysis. Conduct insightful analysis using internal and external data (e.g.…","Dublin"
"255","SQL Application Support Analyst","Kildare","Eolas Recruitment","Implementing scripts and code/data fixes. My client who are based in Kildare are actively seeking a SQL Application Support Analyst to join their team on a…","Dublin"
"256","Legal Review Analyst","North Dublin, County Dublin","Link Personnel Services","Our client, a Top Tier Law Firm located in the heart of Dublin’s City Centre is on the lookout for a Legal Review Analyst to join for a 12 month contract.","Dublin"
"257","German Technology Customer Success Analyst €40-50,000","Dublin","Origin Multilingual","Analytical with the ability to digest data and produce relevant market reports. A new German Cloud Sales & Success team is being created in Dublin for a leading…","Dublin"
"258","Operations Analyst","Waterford","Eurofins Central Laboratory","Responsible for reviewing data to the relevant regulatory standard, analytical procedures and appropriate documentation. LIMS/ERP or equivalent user.","Dublin"
"259","Senior Security Analyst","Dublin","Dunnes","The Senior SOC analyst will function as a Level 2 analyst and will lead the management flow of analysis from third parties and will liaise with third parties…","Dublin"
"260","RPA Analyst","Dublin","Eolas Recruitment","Demonstrate in-depth technical capabilities and professional knowledge in operational data modelling. Work as part of client engagement teams to foster a data…","Dublin"
"261","Research Manager","Dublin","Kantar TNS","Interest in data and numbers. Kantar is the world’s leading data, insights and consulting company. Providing insight and inspiration to help clients flourish in…","Dublin"
"262","Training Lead, Client Services","Dublin","Coinbase","Ensure complex and technical aspects of our workflows are approachable to support analysts. Understand training effectiveness metrics, working with management…","Dublin"
"263","Systems Analyst","Dublin","Eolas Recruitment","Good appreciation of data and data modelling. Dublin City Centre Financial Services client requires a Systems Analyst for a 6 month contract with testing…","Dublin"
"264","Sr. Analytical Analyst","Ballina, County Mayo","Charles River Laboratories","Carry out data calculations and basic statistics. For 70 years, Charles River employees have worked together to assist in the discovery, development and safe…","Dublin"
"265","Business Inteligence Analyst","Dublin","GCS Recruitment Ireland","Ability to understand backend data structures within business systems. Ability to understand backend data structures within business systems.","Dublin"
"266","Revenue Operations Analyst","Cork","Apple","This includes understanding the terms and conditions of sales programs, managing the reporting universe which houses the data needed for the calculations and…","Dublin"
"267","Senior Cybersecurity Analyst (Defense)","Dublin","Abbott Laboratories","Apply advanced technical knowledge to protect the Company against cyber threats (e.g., knowledge of firewalls, intrusion detection and prevention systems, data…","Dublin"
"268","Credit Analyst","Dublin","Interactive Brokers","Various ad hoc projects, which may entail data analysis or web-based research. Proficient in the use of Microsoft Excel and use of this tool to present data…","Dublin"
"269","Analyst, Tax Processing","Limerick","Northern Trust Corp.","Strong MS office skills, including the ability to extract, analyse and summarise large data sets. Northern Trust provides innovative financial services and…","Dublin"
"270","QC Data Analyst","Limerick","Regeneron","Summary: Configure and maintain QC Systems applications. Processes system change control, documents configuration, writes test plans, works as part of a team to…","Dublin"
"271","Policy Manager, Legal Removals, Trust & Safety","Dublin","Google","Experience using data and technology to solve business challenges. MBA, Legal degree, Master's degree, other advanced degree, or equivalent practical experience…","Dublin"
"272","Senior Business Analyst, Publisher Intelligence, Online Partnerships","Dublin","Google","Experience as a data analyst, business analyst, product analyst or consultant. The Publisher Intelligence team is a business analyst team responsible for…","Dublin"
"273","Data Scientist - Computer Vision","Dublin","Shutterstock","Analyze data from across Shutterstock including behavioral data with state of the art techniques to provide a better experience to customers.","Dublin"
"274","ICT Applications Support Analyst","South Dublin, County Dublin","Executive Edge Recruitment","Be aware of all legislative change affecting data protection / information governance. Our Clients based in Dublin 24 are looking for an ICT Applications…","Dublin"
"275","Advanced Analysis Analyst - Managed Defense","Dublin","FireEye, Inc.","Experience conducting analysis of electronic media, packet capture, log data and network devices in support of intrusion analysis or enterprise level…","Dublin"
"276","Systems Analyst – Contract","Dublin","Eolas Recruitment","Proficiency in database queries and data structures. Dublin City Centre Financial Services client requires an experienced Systems Analyst for a 6 month contract…","Dublin"
"277","Financial Analyst – Aircraft Leasing","North Dublin, County Dublin","CareerCompass","Review and analyse all aircraft maintenance related data and forecasts. Our client, a global aircraft leasing company, is looking to hire a Financial Analyst to…","Dublin"
"278","Software Engineer","Dublin","Susquehanna International Group","Analysing large complex data sets and reporting key findings; Strong interpersonal and communication skills for interacting with traders, quantitative analysts,…","Dublin"
"279","Inventory Control Business Analyst","Dublin","Eden Recruitment","Experience in identifying corrective actions after analyzing data and implement operational plans. SQL experience is mandatory for this role to ensure that data…","Dublin"
"280","TPM03280 - IT Business Analyst Manufacturing","Dublin","Tandem Project Management Ltd.","The analyst will coordinate the infrastructure and software components of specific tasks necessary for personnel to run their business.","Dublin"
"281","Customs Assistant / Analyst","Kildare","Abrivia","Checking, reviewing, analysing and presenting data. Experience working with customs data and knowledge of customs legislation.","Dublin"
"282","Revenue Manager","Dublin","Autodesk","This position will provide revenue recognition guidance to the business, review contracts, perform the monthly and quarterly close process for revenue,…","Dublin"
"283","Quality Analyst-Dublin hub-Swedish","Dublin","TikTok","Conduct root cause data analysis and summary. Conduct quality assessment work by ensuring and evaluating the quality delivery of the content reviewed in…","Dublin"
"284","Quality Analyst-Dublin hub-Ukrainian","Dublin","TikTok","Conduct root cause data analysis and summary. Conduct quality assessment work by ensuring and evaluating the quality delivery of the content reviewed in…","Dublin"
"285","Quality Control Analyst","Dublin","The RFT Group","LIMS data management and maintenance. My client a leading Pharmaceutical company now require a Quality Control Analyst to join their expanding team.","Dublin"
"286","Energy Analyst","Dublin","Reperio Human Capital","Our client is looking for an experienced analyst with knowledge in the power and gas market. Data Analyst, Energy, SQL, Python.","Dublin"
"287","In-House Finance and Investment Manager","Dublin","Mint Selection","We’re known for building high performance teams that cover analyst to senior leadership, executive and Director level appointments.","Dublin"
"288","Process Optimisation Developer","Dublin","Fidelity International","Prepares and performs unit and process testing liaising with SME and process optimisation analyst to gather business input as required. Data as at 30 June 2020.","Dublin"
"289","Workforce Management – Real Time Analyst","County Cork","Amazon Ireland Sup Svcs Ltd","Demonstrates high degree of ability to analyze data, using the data to drive decision making and implement effective resolutions.","Dublin"
"290","Senior Business Intelligence Analyst","Cork","Barden FS","Passion for research and data analytics- be skilled in transforming data and affecting business processes in order to support data governance and integrity.","Dublin"
"291","Contract Compliance and Controls Specialist","Dublin","Majorel Ireland Limited","Ability to analyse, present and report data to senior stakeholders. By combining talent, data, and technology we deliver real impact for our partners.","Dublin"
"292","Supply Chain Commercial Analyst (18 month contract)","Cork","Apple","Extraordinary data analytical skills, including the ability to model, interpret and present data in a way to zero in on what is most impactful.","Dublin"
"293","Equity Sharholding Analyst - Asset Manager","Dublin","The Panel","Conduct reconciliations of holdings, funds and static data. Equity Sharholding Analyst - Asset Manager. My client - a leading global asset manager is seeking to…","Dublin"
"294","HR Analyst","Dublin","Recruiters","Ability to work and design data sources for reporting essential. Working with different systems and data sources to build a clear and concise reporting platform…","Dublin"
"295","Senior Test Analyst","Letterkenny, County Donegal","SITA","You will be designing scalable and maintainable automated test solutions and specify the requirements for test environments, test data, resources and tools.","Dublin"
"296","SQL Database Developer & Analyst","Galway","PlaceMe","Develops software solutions by studying information needs; conferring with users; studying systems flow, data usage, and work processes; investigating problem…","Dublin"
"297","Logistics Business Analyst, Dublin City Centre","Dublin","Logiskills Group","Minimum 3 years experience in a business analyst or developer role, displaying superior analytical skills and project management skills.","Dublin"
"298","Temp QC Electronic Data Management Analyst","Limerick","Regeneron","Meet with users to determine the corresponding data reporting requirements for new and existing data management projects. Does this sound like you?","Dublin"
"299","Fixed Income/Fundamental Analyst – Dutch/Finish","Dublin West, County Dublin","Eden Recruitment","Reviewing key data point based on official documentation identifying discrepancies and making necessary updates to reconcile data Ensuring the standardisation…","Dublin"
"300","IT Analyst","Dublin","Morgan McKinley","The appointee will be responsible for enhancing the IT business relationship acting as a trusted advisor and liaison between IT, management, and key…","Dublin"
"301","Data Quality Analyst","Tralee, County Kerry","RedChair Recruitment","The role will involve analyzing and designing data quality rules along with the associated data quality exception reporting. Tel: +353 (0) 64 66 22 007.","Dublin"
"302","QC/QA Analyst-Data Review Job","Waterford","FRS Recruitment","Participate in archiving the raw data, certificates of analysis and investigation reports. Strong knowledge and understanding of cGMP and cGLP, data integrity…","Dublin"
"303","Finance Acquisition Integration Analyst","Dublin","Oracle","Work cross functionally with Tax, Finance, Legal, and IT departments to provide a high level of support around finance/tax document requests and finance systems…","Dublin"
"304","European Business Development Director","Dublin","Mint Selection","We’re known for building high performance teams that cover analyst to senior leadership, executive and Director level appointments.","Dublin"
"305","Document Control Analyst","Cork","Flex","We will process your data in accordance with our Recruitment Privacy Notice . Previous experience working with databases / ERP systems and data entry would be…","Dublin"
"306","Lead Critical Incident Response Center (CIRC) Analyst","Dublin","TikTok","Managing analyst skills through assessments, training, and development plans. Provide guidance and mentoring to analysts regarding documented procedures,…","Dublin"
"307","Senior Technical Business Analyst - Dublin or Letterkenny, Ireland","Dublin","UnitedHealth Group","With a modern take on BI, we are a multi-disciplinary team made up of business analysts, data engineers, data visualizers, data scientists and web developers.","Dublin"
"308","Scientific Analyst - Biochemistry","Cork","Eurofins Central Laboratory","Perform data review as requested. Train other analysts and new personnel as requested. Generate data and interpret results within required due dates for release…","Dublin"
"309","Financial Analyst, Public Sector","South Dublin, County Dublin","Accountancy Solutions","Play a key role in supporting improvements in financial data management, including integrity of ERP system data, local databases and other data interfaces, for…","Dublin"
"310","IT Systems Analyst","Dublin","GCS Recruitment Ireland","Understanding of data warehouse design. Production of meaningful observations and recommendations through data analysis. What you will be doing in the role:","Dublin"
"311","Software Developer","Dublin","Ellucian","You will provide technical leadership in the analysis and review of proposed system features and integration, security, scalability and performance requirements…","Dublin"
"312","Technical Analyst","Ballina, County Mayo","Charles River Laboratories","Carry out data calculations and basic statistics. For 70 years, Charles River employees have worked together to assist in the discovery, development and safe…","Dublin"
"313","Search Ads 360 Specialist (English, French)","Dublin","Google","Automation, technology and effective data management are enabling our customers to attribute value, collate and analyze insights to drive optimal search…","Dublin"
"314","Covid-19 Specialist Supervisor","Cork","Stryker","Focused on the protection of employee safety and maintaining privacy in employee data. This role supports the management of case trends across Stryker sites…","Dublin"
"315","Commercial Finance Business Partner","Dublin","PepsiCo","Lead the business forecasting cycle, including leading the top line consolidation, providing data and analytics to highlight future performance concerns and…","Dublin"
"316","Data Protection/Privacy [Internal] Manager – Dublin","Dublin","Red Tree Recruitment","We are currently working on behalf of our client, to recruit a Data Protection/Privacy [Internal] Manager. This is a newly created opportunity to join a large…","Dublin"
"317","Chemistry Analyst - Arklow","Arklow, County Wicklow","Eurofins Central Laboratory","To review analytical data for GMP compliance. To document data as dictated by current client policies and procedures. Ability to quickly learn new processes.","Dublin"
"318","Laboratory Technician (198057)","County Mayo","Abbvie","This role requires you to document all testing activities, results and raw data on time, accurately and legibly. Want to have a thriving career?","Dublin"
"319","Finance Change Business Analyst -Axiom","Dublin","Sionic","Exposure to concepts of data quality, lineage and sourcing. Strong business analysis skills, comfortable working with MS Excel or MS Access to analyze large…","Dublin"
"320","Exchange Liquidity Analyst","Dublin","Paddy Power Betfair","A good understanding of the theory behind relational databases and a high degree of comfort using such databases to handle large structured data sets including…","Dublin"
"321","Materials Master Data Analyst","Dublin","Glen Dimplex Europe Holdings Ltd","Detail oriented with a high level of accuracy of data entry; Willing to take ownership for several assigned critical master data objects in SAP;","Dublin"
"322","Junior Quality Analyst - Dublin","Dublin","Majorel Ireland Limited","By combining talent, data, and technology we deliver real impact for our partners. Job Title: Junior Quality Analyst. Reporting to: Quality Team Lead.","Dublin"
"323","Technical System Analyst (Product)","Dublin","Sogeti Ireland","Working with the Scrum team to identify technical requirements as the basis for construction, including data modeling, functional changes and mapping underlying…","Dublin"
"324","Graduate Quantitative Analyst","Ireland","Itarle(UK)Ltd","Strong understanding of relational data management systems, particularly SQL. Respond to client requests on market data or algorithmic performance queries.","Dublin"
"325","Process Automation Design Analyst","Dublin","Paddy Power Betfair","You will design the solutions agreed with the process transformation analyst and build and configure RPA solutions using the selected RPA platform.","Dublin"
"326","Earth Observation Analyst / Lead","Dublin","Compass Informatics","Ability to develop excellent domain knowledge so we can liaise with and delivery data analysis that is appropriate and of great value.","Dublin"
"327","Documentation Analyst - Ringaskiddy","Cork","Eurofins Central Laboratory","Perform data review as required. Perform data extraction from LIMS (or other e-systems as required) and compile, trend and tabulate data within required…","Dublin"
"328","Senior Business Analyst","Dublin","eShopWorld","Support system analysis activities focusing on data, system and architectural requirements and being a source of knowledge sharing;","Dublin"
"329","Senior Molecular Biology Analyst","Ballina, County Mayo","Charles River Laboratories","Interpret data and troubleshoot assays. For 70 years, Charles River employees have worked together to assist in the discovery, development and safe manufacture…","Dublin"
"330","Junior .NET Developer","Dublin","Deloitte","The OpportunityTechnology Consulting | Systems EngineeringDeloitte has exciting career opportunities for . The purpose of this role is to help clients realise…","Dublin"
"331","Content Review Associate - Polish","Dublin","Accenture","Computer savvy, Technologically capable – especially web browsers, and data entry skills. Ability to manage a team of multi-cultural analysts in a fast-paced…","Dublin"
"332","Model Optimization Specialist (German)","Dublin","TikTok","Experience in ads/content safety or quality analyst related experiences is a plus; Deliver routine tasks such as labelling advertisement data to standardize and…","Dublin"
"333","Laboratory Analyst","County Mayo","Arcon Recruitment","Interpret data from analyses to validate that the materials meet The Coca-Cola Company specifications and approve for use in production or shipment to customers…","Dublin"
"334","Compliance / Regulatory Analyst","Dublin","Executive Edge Recruitment","Responsibility for gathering investigation data through correspondence, interviews, and site visits. Methodical analysis of investigation data to identify…","Dublin"
"335","Content Review Associate - Portuguese","Dublin","Accenture","Computer savvy, Technologically capable – especially web browsers, and data entry skills. Ability to manage a team of multi-cultural analysts in a fast-paced…","Dublin"
"336","LCMS Chemistry Analyst","Waterford","Eurofins Central Laboratory","The company is committed to being transparent about how it collects and uses that data and to meeting its data protection obligations.","Dublin"
"337","Account Executive (German)","Dublin","Segment","Segment standardizes and streamlines data infrastructure with a single platform that collects, unifies, and sends data to hundreds of business tools with the…","Dublin"
"338","Sample Management Analyst - Ringaskiddy","Cork","Eurofins Central Laboratory","Generating reports from environmental monitoring and water analysis data. Loughbeg, Ringaskiddy, Co. Cork, Ireland.","Dublin"
"339","Change Management Analyst","South Dublin, County Dublin","Morgan McKinley","In this role you will work in a small team to help manage sales team assignments and related data for a global sales group.","Dublin"
